feature_id,feature_label,omics_layer,original_primary_candidate_tier,evidence_tier,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,source_status,notes
Clostridia_unclassified,Clostridia_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Collinsella,Collinsella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Coriobacteriaceae_unclassified,Coriobacteriaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Cupriavidus,Cupriavidus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Desulfovibrio,Desulfovibrio,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Dorea,Dorea,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Enterobacteriaceae_unclassified,Enterobacteriaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Enterococcus,Enterococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Enterorhabdus,Enterorhabdus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Escherichia/Shigella,Escherichia/Shigella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Gemella,Gemella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Gordonibacter,Gordonibacter,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Lactobacillus,Lactobacillus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Lactonifactor,Lactonifactor,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Megamonas,Megamonas,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Mogibacterium,Mogibacterium,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Oxalobacteraceae_unclassified,Oxalobacteraceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Paraprevotella,Paraprevotella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Parasutterella,Parasutterella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Parvimonas,Parvimonas,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Pediococcus,Pediococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Peptococcus,Peptococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Peptoniphilus,Peptoniphilus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Peptostreptococcus,Peptostreptococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Phascolarctobacterium,Phascolarctobacterium,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Porphyromonadaceae_unclassified,Porphyromonadaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Proteobacteria_unclassified,Proteobacteria_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Solobacterium,Solobacterium,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Streptococcus,Streptococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Streptophyta_unclassified,Streptophyta_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Roseburia,Roseburia,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Parabacteroides,Parabacteroides,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Clostridium XlVa,Clostridium XlVa,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Subdoligranulum,Subdoligranulum,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Anaerostipes,Anaerostipes,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Turicibacter,Turicibacter,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Flavonifractor,Flavonifractor,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Acidaminococcus,Acidaminococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Clostridium XI,Clostridium XI,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Clostridium XVIII,Clostridium XVIII,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Sutterella,Sutterella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Bacteroidetes_unclassified,Bacteroidetes_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Coprobacillus,Coprobacillus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Holdemania,Holdemania,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Pseudoflavonifractor,Pseudoflavonifractor,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Clostridium XlVb,Clostridium XlVb,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
linolenic_acid,linolenic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
clostridiaceae_g_clostridium_asv12376,clostridiaceae_g_clostridium_asv12376,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_5792:Species:k__Bacteria_p__Firmicutes_c__Negativicutes_o__Acidaminococcales_f__Acidaminococcaceae_g__Phascolarctobacterium_s__Phascolarctobacterium_faeciu__dup14,kSGB_5792:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium|t__SGB5792,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__GJA4,GJA4,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SPTBN5,SPTBN5,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
hydroxypropionic_acid,hydroxypropionic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
chloroplast_o_streptophyta_asv01111,chloroplast_o_streptophyta_asv01111,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__AVPR1A,AVPR1A,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
arginine,arginine,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SNED1,SNED1,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CD45_TPM,CD45_TPM,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
n_acetyltryptophan,n_acetyltryptophan,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
ornithine,ornithine,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TUBB3,TUBB3,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
veillonellaceae_g_megamonas_asv07056,veillonellaceae_g_megamonas_asv07056,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
glycerate,glycerate,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
7_ketolca,7_ketolca,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
thdca,thdca,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__Reads_number,"xml:space=""preserve"">Reads number ",microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
rhamnose,rhamnose,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
eggerthella_s_lenta_asv07669,eggerthella_s_lenta_asv07669,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
9_pentadecenoic_acid,9_pentadecenoic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Peptostreptococcaceae_unclassified,Peptostreptococcaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Prevotella,Prevotella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
coriobacteriaceae_g_adlercreutzia_asv10589,coriobacteriaceae_g_adlercreutzia_asv10589,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:1.1.1.95,EC:1.1.1.95,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
fructose,fructose,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
homocitrulline,homocitrulline,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
lachnospiraceae_g_coprococcus_asv08621,lachnospiraceae_g_coprococcus_asv08621,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
mandelate,mandelate,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Burkholderiales_unclassified,Burkholderiales_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
clostridium_s_ramosum_asv12509,clostridium_s_ramosum_asv12509,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
palmitoleic_acid,palmitoleic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__11981,11981,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__FOLH1,FOLH1,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__GSTA1,GSTA1,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGHG4,IGHG4,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IL33,IL33,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__LTF,LTF,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__MEP1B,MEP1B,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__MME,MME,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__MUC17,MUC17,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
